"city","hwy","cyl","disp","drive","make","model","trans","year"
17,26,6,3.8,"Front-Wheel Drive","Hyundai","Azera","Automatic",2010
17,25,8,4.6,"Rear-Wheel Drive","Hyundai","Genesis","Automatic",2010
18,27,6,3.8,"Rear-Wheel Drive","Hyundai","Genesis","Automatic",2010
17,25,6,3.5,"All-Wheel Drive","Lincoln","MKS AWD","Automatic",2010
11,18,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom EWB","Automatic",2010
21,30,4,2,"Front-Wheel Drive","Audi","A3","Manual",2010
22,28,4,2,"Front-Wheel Drive","Audi","A3","Automatic",2010
21,28,4,2,"All-Wheel Drive","Audi","A3 quattro","Automatic",2010
21,27,4,2,"All-Wheel Drive","Audi","A4 Avant quattro","Automatic",2010
23,31,4,2,"Front-Wheel Drive","Dodge","Caliber","Manual",2010
23,31,4,2,"Front-Wheel Drive","Hyundai","Elantra Touring","Manual",2010
23,30,4,2,"Front-Wheel Drive","Hyundai","Elantra Touring","Automatic",2010
17,25,4,2,"All-Wheel Drive","Mitsubishi","Lancer Sportback","Automatic",2010
20,27,4,2.4,"Front-Wheel Drive","Mitsubishi","Lancer Sportback","Manual",2010
21,27,4,2.4,"Front-Wheel Drive","Mitsubishi","Lancer Sportback","Automatic",2010
19,24,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon/Outback Sport","Automatic",2010
18,25,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon/Outback Sport","Manual",2010
17,23,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon/Outback Sport","Manual",2010
20,27,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon/Outback Sport","Manual",2010
20,26,4,2.5,"All-Wheel Drive","Subaru","Impreza Wagon/Outback Sport","Automatic",2010
22,30,4,2,"Front-Wheel Drive","Suzuki","SX4","Manual",2010
23,30,4,2,"Front-Wheel Drive","Suzuki","SX4","Automatic",2010
22,30,4,2,"All-Wheel Drive","Suzuki","SX4 AWD","Manual",2010
23,29,4,2,"All-Wheel Drive","Suzuki","SX4 AWD","Automatic",2010
22,30,5,2.5,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Automatic",2010
23,30,5,2.5,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Automatic",2010
19,27,5,2.5,"All-Wheel Drive","Volvo","V50 AWD","Automatic",2010
20,31,5,2.4,"Front-Wheel Drive","Volvo","V50 FWD","Automatic",2010
18,26,6,3,"All-Wheel Drive","Audi","A6 Avant quattro","Automatic",2010
20,27,4,2.4,"Front-Wheel Drive","Kia","Rondo","Automatic",2010
18,26,6,2.7,"Front-Wheel Drive","Kia","Rondo","Automatic",2010
22,31,4,2,"Front-Wheel Drive","Volkswagen","Passat Wagon","Automatic",2010
18,27,6,3.2,"Front-Wheel Drive","Volvo","V70 FWD","Automatic",2010
18,27,6,3.2,"Front-Wheel Drive","Volvo","XC60 FWD","Automatic",2010
15,20,6,4.3,"Rear-Wheel Drive","Chevrolet","Silverado C15 2WD","Automatic",2010
14,20,8,5.7,"Rear-Wheel Drive","Dodge","Ram 1500 Pickup 2WD","Automatic",2010
15,21,8,4.6,"Rear-Wheel Drive","Ford","Explorer Sport Trac 2WD","Automatic",2010
14,20,6,4,"Rear-Wheel Drive","Ford","Explorer Sport Trac 2WD","Automatic",2010
14,20,8,5.4,"Rear-Wheel Drive","Ford","F150 Pickup 2WD FFV","Automatic",2010
15,21,8,4.6,"Rear-Wheel Drive","Ford","F150 Pickup 2WD","Automatic",2010
15,19,8,4.6,"Rear-Wheel Drive","Ford","F150 Pickup 2WD","Automatic",2010
15,20,6,4.3,"Rear-Wheel Drive","GMC","Sierra C15 2WD","Automatic",2010
14,18,6,4.3,"4-Wheel Drive","Chevrolet","Silverado K15 4WD","Automatic",2010
13,18,8,5.7,"4-Wheel Drive","Dodge","Ram 1500 Pickup 4WD","Automatic",2010
14,19,8,4.6,"4-Wheel Drive","Ford","Explorer Sport Trac 4WD","Automatic",2010
13,19,6,4,"4-Wheel Drive","Ford","Explorer Sport Trac 4WD","Automatic",2010
14,18,8,5.4,"4-Wheel Drive","Ford","F150 Pickup 4WD FFV","Automatic",2010
14,18,8,4.6,"4-Wheel Drive","Ford","F150 Pickup 4WD","Automatic",2010
14,20,8,4.6,"4-Wheel Drive","Ford","F150 Pickup 4WD","Automatic",2010
14,18,6,4.3,"4-Wheel Drive","GMC","Sierra K15 4WD","Automatic",2010
15,20,6,4.3,"Rear-Wheel Drive","Chevrolet","Express 1500 2WD Cargo","Automatic",2010
15,20,6,4.3,"Rear-Wheel Drive","GMC","Savana 1500 2WD (cargo)","Automatic",2010
17,25,6,4,"Front-Wheel Drive","Chrysler","Town and Country","Automatic",2010
17,24,6,3.3,"Front-Wheel Drive","Chrysler","Town and Country","Automatic",2010
16,23,6,3.8,"Front-Wheel Drive","Chrysler","Town and Country","Automatic",2010
17,25,6,4,"Front-Wheel Drive","Dodge","Grand Caravan","Automatic",2010
17,24,6,3.3,"Front-Wheel Drive","Dodge","Grand Caravan","Automatic",2010
16,23,6,3.8,"Front-Wheel Drive","Dodge","Grand Caravan","Automatic",2010
16,23,6,3.5,"Front-Wheel Drive","Honda","Odyssey","Automatic",2010
17,25,6,3.5,"Front-Wheel Drive","Honda","Odyssey","Automatic",2010
17,25,6,4,"Front-Wheel Drive","Volkswagen","Routan","Automatic",2010
16,23,6,3.8,"Front-Wheel Drive","Volkswagen","Routan","Automatic",2010
18,25,6,3,"Front-Wheel Drive","Cadillac","SRX 2WD","Automatic",2010
17,25,6,3,"Front-Wheel Drive","Chevrolet","Equinox FWD","Automatic",2010
21,29,4,2,"Front-Wheel Drive","Chevrolet","HHR FWD","Manual",2010
22,32,4,2.2,"Front-Wheel Drive","Chevrolet","HHR FWD","Manual",2010
19,29,4,2,"Front-Wheel Drive","Chevrolet","HHR FWD","Automatic",2010
22,30,4,2.4,"Front-Wheel Drive","Chevrolet","HHR FWD","Automatic",2010
22,30,4,2.2,"Front-Wheel Drive","Chevrolet","HHR FWD","Automatic",2010
22,30,4,2.4,"Front-Wheel Drive","Chevrolet","HHR FWD","Manual",2010
22,30,4,2.4,"Front-Wheel Drive","Chevrolet","HHR Panel FWD","Automatic",2010
22,32,4,2.2,"Front-Wheel Drive","Chevrolet","HHR Panel FWD","Manual",2010
22,30,4,2.2,"Front-Wheel Drive","Chevrolet","HHR Panel FWD","Automatic",2010
22,30,4,2.4,"Front-Wheel Drive","Chevrolet","HHR Panel FWD","Manual",2010
19,25,4,2.4,"Front-Wheel Drive","Dodge","Journey  2WD","Automatic",2010
16,24,6,3.5,"Front-Wheel Drive","Dodge","Journey  2WD","Automatic",2010
16,21,6,4,"Rear-Wheel Drive","Dodge","Nitro 2WD","Automatic",2010
18,25,6,3.5,"Front-Wheel Drive","Ford","Edge FWD","Automatic",2010
14,20,8,5.4,"Rear-Wheel Drive","Ford","Expedition 2WD FFV","Automatic",2010
15,21,8,4.6,"Rear-Wheel Drive","Ford","Explorer 2WD","Automatic",2010
14,20,6,4,"Rear-Wheel Drive","Ford","Explorer 2WD","Automatic",2010
17,24,6,3.5,"Front-Wheel Drive","Ford","Flex FWD","Automatic",2010
17,25,6,3,"Front-Wheel Drive","GMC","Terrain FWD","Automatic",2010
17,23,6,3.5,"Front-Wheel Drive","Honda","Pilot 2WD","Automatic",2010
17,23,6,3.8,"Front-Wheel Drive","Hyundai","Veracruz 2WD","Automatic",2010
12,18,8,5.6,"Rear-Wheel Drive","Infiniti","QX56 2WD","Automatic",2010
14,20,8,5.7,"Rear-Wheel Drive","Jeep","Commander 2WD","Automatic",2010
23,29,4,2,"Front-Wheel Drive","Jeep","Compass 2WD","Manual",2010
16,21,6,3.7,"Rear-Wheel Drive","Jeep","Grand Cherokee 2WD","Automatic",2010
14,20,8,5.7,"Rear-Wheel Drive","Jeep","Grand Cherokee 2WD","Automatic",2010
23,29,4,2,"Front-Wheel Drive","Jeep","Patriot 2WD","Manual",2010
20,25,4,2,"Front-Wheel Drive","Kia","Sportage 2WD","Manual",2010
18,23,6,2.7,"Front-Wheel Drive","Kia","Sportage 2WD","Automatic",2010
20,25,4,2,"Front-Wheel Drive","Kia","Sportage 2WD","Automatic",2010
17,23,6,3.5,"Front-Wheel Drive","Lincoln","MKT FWD","Automatic",2010
18,25,6,3.5,"Front-Wheel Drive","Lincoln","MKX FWD","Automatic",2010
14,20,8,5.4,"Rear-Wheel Drive","Lincoln","Navigator 2WD FFV","Automatic",2010
20,28,4,2.5,"Front-Wheel Drive","Mazda","CX-7 2WD","Automatic",2010
16,22,6,3.7,"Front-Wheel Drive","Mazda","CX-9 2WD","Automatic",2010
15,21,8,4.6,"Rear-Wheel Drive","Mercury","Mountaineer 2WD","Automatic",2010
14,20,6,4,"Rear-Wheel Drive","Mercury","Mountaineer 2WD","Automatic",2010
21,27,4,2.4,"Front-Wheel Drive","Mitsubishi","Outlander 2WD","Automatic",2010
15,21,6,3.8,"Front-Wheel Drive","Mitsubishi","Endeavor 2WD","Automatic",2010
17,24,6,3.6,"Front-Wheel Drive","Saturn","Vue FWD","Automatic",2010
17,24,6,3.6,"Front-Wheel Drive","Saturn","Vue FWD","Automatic",2010
19,26,4,2.4,"Front-Wheel Drive","Saturn","Vue FWD","Automatic",2010
25,32,4,2.4,"Front-Wheel Drive","Saturn","Vue Hybrid","Automatic",2010
19,26,4,2.4,"Rear-Wheel Drive","Suzuki","Grand Vitara","Manual",2010
18,24,6,3.2,"Rear-Wheel Drive","Suzuki","Grand Vitara","Automatic",2010
19,25,4,2.4,"Rear-Wheel Drive","Suzuki","Grand Vitara","Automatic",2010
19,26,4,2,"Front-Wheel Drive","Volkswagen","Tiguan","Manual",2010
18,24,4,2,"Front-Wheel Drive","Volkswagen","Tiguan","Automatic",2010
15,22,6,3.2,"Front-Wheel Drive","Volvo","XC90 FWD","Automatic",2010
17,23,6,3,"All-Wheel Drive","Cadillac","SRX AWD","Automatic",2010
17,24,6,3,"All-Wheel Drive","Chevrolet","Equinox AWD","Automatic",2010
15,23,6,3.5,"All-Wheel Drive","Dodge","Journey  AWD","Automatic",2010
16,20,6,4,"4-Wheel Drive","Dodge","Nitro 4WD","Automatic",2010
17,23,6,3.5,"All-Wheel Drive","Ford","Edge AWD","Automatic",2010
14,19,8,4.6,"4-Wheel Drive","Ford","Explorer 4WD","Automatic",2010
13,19,6,4,"4-Wheel Drive","Ford","Explorer 4WD","Automatic",2010
16,22,6,3.5,"All-Wheel Drive","Ford","Flex AWD","Automatic",2010
16,22,6,3.5,"4-Wheel Drive","Ford","Flex AWD","Automatic",2010
17,24,6,3,"All-Wheel Drive","GMC","Terrain AWD","Automatic",2010
16,22,6,3.5,"All-Wheel Drive","Honda","Pilot 4WD","Automatic",2010
16,22,6,3.8,"4-Wheel Drive","Hyundai","Veracruz 4WD","Automatic",2010
12,17,8,5.6,"4-Wheel Drive","Infiniti","QX56 4WD","Automatic",2010
13,19,8,5.7,"4-Wheel Drive","Jeep","Commander 4WD","Automatic",2010
15,20,6,3.7,"4-Wheel Drive","Jeep","Grand Cherokee 4WD","Automatic",2010
13,19,8,5.7,"4-Wheel Drive","Jeep","Grand Cherokee 4WD","Automatic",2010
19,24,4,2,"4-Wheel Drive","Kia","Sportage 4WD","Manual",2010
18,23,6,2.7,"4-Wheel Drive","Kia","Sportage 4WD","Automatic",2010
16,22,6,3.5,"4-Wheel Drive","Lincoln","MKT AWD","Automatic",2010
16,22,6,3.5,"All-Wheel Drive","Lincoln","MKT AWD","Automatic",2010
17,23,6,3.5,"All-Wheel Drive","Lincoln","MKX AWD","Automatic",2010
15,21,6,3.7,"4-Wheel Drive","Mazda","CX-9 4WD","Automatic",2010
14,19,8,4.6,"4-Wheel Drive","Mercury","Mountaineer AWD","Automatic",2010
13,19,6,4,"4-Wheel Drive","Mercury","Mountaineer AWD","Automatic",2010
21,25,4,2.4,"4-Wheel Drive","Mitsubishi","Outlander 4WD","Automatic",2010
15,19,6,3.8,"All-Wheel Drive","Mitsubishi","Endeavor AWD","Automatic",2010
16,23,6,3.6,"4-Wheel Drive","Saturn","Vue AWD","Automatic",2010
16,23,6,3.5,"4-Wheel Drive","Saturn","Vue AWD","Automatic",2010
16,23,6,3.6,"4-Wheel Drive","Saturn","Vue AWD","Automatic",2010
19,27,4,2.5,"All-Wheel Drive","Subaru","Outback Wagon AWD","Manual",2010
18,25,6,3.6,"All-Wheel Drive","Subaru","Outback Wagon AWD","Automatic",2010
22,29,4,2.5,"All-Wheel Drive","Subaru","Outback Wagon AWD","Automatic",2010
16,21,6,3.6,"All-Wheel Drive","Subaru","Tribeca AWD","Automatic",2010
19,25,4,2.4,"4-Wheel Drive","Suzuki","Grand Vitara 4WD","Manual",2010
17,23,6,3.2,"4-Wheel Drive","Suzuki","Grand Vitara 4WD","Automatic",2010
19,23,4,2.4,"4-Wheel Drive","Suzuki","Grand Vitara 4WD","Automatic",2010
18,24,4,2,"All-Wheel Drive","Volkswagen","Tiguan 4motion","Automatic",2010
16,22,6,3.2,"All-Wheel Drive","Volvo","XC60 AWD","Automatic",2010
16,21,6,3,"All-Wheel Drive","Volvo","XC70 AWD","Automatic",2010
16,22,6,3.2,"All-Wheel Drive","Volvo","XC70 AWD","Automatic",2010
13,19,8,4.4,"All-Wheel Drive","Volvo","XC90 AWD","Automatic",2010
15,21,6,3.2,"All-Wheel Drive","Volvo","XC90 AWD","Automatic",2010
25,34,4,1.6,"Front-Wheel Drive","Pontiac","G3 (5-Door)","Automatic",2010
27,35,4,1.6,"Front-Wheel Drive","Pontiac","G3 (5-Door)","Manual",2010
8,14,16,8,"All-Wheel Drive","Bugatti","Veyron","Automatic",2010
20,29,6,2.9,"Rear-Wheel Drive","Porsche","Boxster","Automatic",2010
19,27,6,2.9,"Rear-Wheel Drive","Porsche","Boxster","Manual",2010
20,29,6,3.4,"Rear-Wheel Drive","Porsche","Boxster S","Automatic",2010
19,26,6,3.4,"Rear-Wheel Drive","Porsche","Boxster S","Manual",2010
20,29,6,2.9,"Rear-Wheel Drive","Porsche","Cayman","Automatic",2010
19,27,6,2.9,"Rear-Wheel Drive","Porsche","Cayman","Manual",2010
20,29,6,3.4,"Rear-Wheel Drive","Porsche","Cayman S","Automatic",2010
19,26,6,3.4,"Rear-Wheel Drive","Porsche","Cayman S","Manual",2010
19,27,6,3.6,"Rear-Wheel Drive","Porsche","911 Carrera","Automatic",2010
18,25,6,3.6,"Rear-Wheel Drive","Porsche","911 Carrera","Manual",2010
18,26,6,3.6,"4-Wheel Drive","Porsche","911 Carrera 4","Automatic",2010
18,25,6,3.6,"4-Wheel Drive","Porsche","911 Carrera 4","Manual",2010
18,26,6,3.6,"4-Wheel Drive","Porsche","911 Carrera 4 Cabriolet","Automatic",2010
18,25,6,3.6,"4-Wheel Drive","Porsche","911 Carrera 4 Cabriolet","Manual",2010
18,26,6,3.6,"4-Wheel Drive","Porsche","911 Carrera 4 Targa","Automatic",2010
18,25,6,3.6,"4-Wheel Drive","Porsche","911 Carrera 4 Targa","Manual",2010
18,26,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S","Automatic",2010
18,25,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S","Manual",2010
18,27,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Cabriolet","Automatic",2010
18,25,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Cabriolet","Manual",2010
18,27,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Targa","Automatic",2010
18,25,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Targa","Manual",2010
19,27,6,3.6,"Rear-Wheel Drive","Porsche","911 Carrera Cabriolet","Automatic",2010
18,25,6,3.6,"Rear-Wheel Drive","Porsche","911 Carrera Cabriolet","Manual",2010
19,26,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S","Automatic",2010
18,25,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S","Manual",2010
19,26,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S Cabriolet","Automatic",2010
18,25,6,3.8,"Rear-Wheel Drive","Porsche","911 Carrera S Cabriolet","Manual",2010
18,27,6,3.2,"All-Wheel Drive","Audi","A5 quattro","Automatic",2010
15,23,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","E550 Coupe","Automatic",2010
25,34,4,1.6,"Front-Wheel Drive","Pontiac","G3 (3-Door)","Automatic",2010
27,35,4,1.6,"Front-Wheel Drive","Pontiac","G3 (3-Door)","Manual",2010
24,30,4,1.6,"Front-Wheel Drive","Suzuki","Swift x","Automatic",2010
27,35,4,1.6,"Front-Wheel Drive","Suzuki","Swift x","Manual",2010
27,33,4,1.8,"Front-Wheel Drive","Scion","xD","Automatic",2010
27,33,4,1.8,"Front-Wheel Drive","Scion","xD","Manual",2010
22,29,4,2,"Front-Wheel Drive","Volkswagen","Eos","Automatic",2010
20,28,5,2.5,"Front-Wheel Drive","Volkswagen","New Beetle","Manual",2010
20,29,5,2.5,"Front-Wheel Drive","Volkswagen","New Beetle","Automatic",2010
17,25,6,3.5,"Rear-Wheel Drive","Dodge","Challenger","Automatic",2010
24,34,4,2,"Front-Wheel Drive","Ford","Focus FWD","Automatic",2010
24,35,4,2,"Front-Wheel Drive","Ford","Focus FWD","Manual",2010
27,36,4,1.6,"Front-Wheel Drive","Hyundai","Accent","Automatic",2010
28,34,4,1.6,"Front-Wheel Drive","Hyundai","Accent","Manual",2010
18,26,6,3,"Rear-Wheel Drive","Mercedes-Benz","C300","Manual",2010
14,21,8,5.5,"4-Wheel Drive","Mercedes-Benz","CL550 4matic","Automatic",2010
14,21,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","CLS550","Automatic",2010
22,30,4,2.4,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
22,30,4,2.4,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
22,33,4,2.4,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
22,33,4,2.4,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
19,29,6,3.5,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
18,29,6,3.5,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
17,26,6,3.6,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
15,22,6,3.6,"Front-Wheel Drive","Pontiac","G6","Automatic",2010
18,27,6,3.6,"Front-Wheel Drive","Volkswagen","CC","Automatic",2010
17,25,6,3.6,"All-Wheel Drive","Volkswagen","CC 4motion","Automatic",2010
24,32,4,2,"Front-Wheel Drive","Volkswagen","GTI","Automatic",2010
24,32,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Automatic",2010
21,29,5,2.4,"Front-Wheel Drive","Volvo","C30 FWD","Manual",2010
20,31,5,2.4,"Front-Wheel Drive","Volvo","C30 FWD","Automatic",2010
20,27,5,2.5,"All-Wheel Drive","Volvo","S40 AWD","Manual",2010
21,29,5,2.5,"Front-Wheel Drive","Volvo","S40 FWD","Manual",2010
21,29,5,2.4,"Front-Wheel Drive","Volvo","S40 FWD","Manual",2010
17,26,6,3,"Front-Wheel Drive","Buick","Lacrosse/Allure","Automatic",2010
17,24,6,3.5,"4-Wheel Drive","Mercedes-Benz","E350 4matic","Automatic",2010
16,24,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","E550","Automatic",2010
15,23,8,5.5,"4-Wheel Drive","Mercedes-Benz","E550 4matic","Automatic",2010
17,23,6,3.5,"All-Wheel Drive","Chrysler","300 AWD","Automatic",2010
18,26,6,2.7,"Rear-Wheel Drive","Chrysler","300/SRT-8","Automatic",2010
17,25,6,3.5,"Rear-Wheel Drive","Chrysler","300/SRT-8","Automatic",2010
18,26,6,2.7,"Rear-Wheel Drive","Dodge","Charger","Automatic",2010
17,25,6,3.5,"Rear-Wheel Drive","Dodge","Charger","Automatic",2010
17,23,6,3.5,"All-Wheel Drive","Dodge","Charger AWD","Automatic",2010
16,24,8,4.6,"Rear-Wheel Drive","Ford","Crown Victoria FFV","Automatic",2010
16,24,8,4.6,"Rear-Wheel Drive","Mercury","Grand Marquis FFV","Automatic",2010
16,24,8,4.6,"Rear-Wheel Drive","Lincoln","Town Car FFV","Automatic",2010
14,21,8,5.5,"4-Wheel Drive","Mercedes-Benz","S550 4matic","Automatic",2010
11,17,12,5.5,"Rear-Wheel Drive","Mercedes-Benz","S600","Automatic",2010
11,18,8,6.3,"Rear-Wheel Drive","Mercedes-Benz","S63 AMG","Automatic",2010
11,17,12,6,"Rear-Wheel Drive","Mercedes-Benz","S65 AMG","Automatic",2010
19,25,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","S400 Hybrid","Automatic",2010
20,26,5,2.5,"All-Wheel Drive","Volvo","V50 AWD","Manual",2010
21,29,5,2.5,"Front-Wheel Drive","Volvo","V50 FWD","Manual",2010
21,30,5,2.5,"Front-Wheel Drive","Volvo","V50 FWD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","Chevrolet","Colorado 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","Chevrolet","Colorado 2WD","Manual",2010
17,23,5,3.7,"Rear-Wheel Drive","Chevrolet","Colorado 2WD","Automatic",2010
15,20,5,3.7,"Rear-Wheel Drive","Chevrolet","Colorado Cab Chassis inc 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","Chevrolet","Colorado Crew Cab 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","Chevrolet","Colorado Crew Cab 2WD","Manual",2010
17,23,5,3.7,"Rear-Wheel Drive","Chevrolet","Colorado Crew Cab 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","GMC","Canyon 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","GMC","Canyon 2WD","Manual",2010
17,23,5,3.7,"Rear-Wheel Drive","GMC","Canyon 2WD","Automatic",2010
15,20,5,3.7,"Rear-Wheel Drive","GMC","Canyon Cab Chassis Inc 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","GMC","Canyon Crew Cab 2WD","Automatic",2010
18,25,4,2.9,"Rear-Wheel Drive","GMC","Canyon Crew Cab 2WD","Manual",2010
17,23,5,3.7,"Rear-Wheel Drive","GMC","Canyon Crew Cab 2WD","Automatic",2010
17,23,4,2.9,"4-Wheel Drive","Chevrolet","Colorado 4WD","Automatic",2010
18,24,4,2.9,"4-Wheel Drive","Chevrolet","Colorado 4WD","Manual",2010
17,23,5,3.7,"4-Wheel Drive","Chevrolet","Colorado 4WD","Automatic",2010
16,21,5,3.7,"4-Wheel Drive","Chevrolet","Colorado Cab Chassis inc 4WD","Automatic",2010
16,21,5,3.7,"4-Wheel Drive","Chevrolet","Colorado Crew Cab 4WD","Automatic",2010
17,23,4,2.9,"4-Wheel Drive","GMC","Canyon 4WD","Automatic",2010
18,24,4,2.9,"4-Wheel Drive","GMC","Canyon 4WD","Manual",2010
17,23,5,3.7,"4-Wheel Drive","GMC","Canyon 4WD","Automatic",2010
16,21,5,3.7,"4-Wheel Drive","GMC","Canyon Crew Cab 4WD","Automatic",2010
14,18,5,3.7,"4-Wheel Drive","Hummer","H3T 4WD","Automatic",2010
14,18,5,3.7,"4-Wheel Drive","Hummer","H3T 4WD","Manual",2010
17,23,6,3.8,"Front-Wheel Drive","Hyundai","Entourage","Automatic",2010
17,23,6,3.8,"Front-Wheel Drive","Kia","Sedona","Automatic",2010
19,24,4,2.3,"Front-Wheel Drive","Acura","RDX 2WD","Automatic",2010
16,21,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","ML350","Automatic",2010
17,22,4,2.3,"All-Wheel Drive","Acura","RDX 4WD","Automatic",2010
18,23,6,3.2,"All-Wheel Drive","Audi","Q5","Automatic",2010
17,24,6,3,"All-Wheel Drive","Audi","Q7","Automatic",2010
14,19,6,3.6,"All-Wheel Drive","Audi","Q7","Automatic",2010
14,18,5,3.7,"4-Wheel Drive","Hummer","H3 4WD","Automatic",2010
14,18,5,3.7,"4-Wheel Drive","Hummer","H3 4WD","Manual",2010
14,19,6,3.7,"4-Wheel Drive","Jeep","Commander 4WD","Automatic",2010
13,17,8,4.7,"4-Wheel Drive","Mercedes-Benz","GL450 4matic","Automatic",2010
12,17,8,5.5,"4-Wheel Drive","Mercedes-Benz","GL550 4matic","Automatic",2010
15,20,6,3.5,"4-Wheel Drive","Mercedes-Benz","ML350 4matic","Automatic",2010
13,18,8,5.5,"4-Wheel Drive","Mercedes-Benz","ML550 4matic","Automatic",2010
18,24,6,3,"All-Wheel Drive","Volkswagen","Touareg","Automatic",2010
14,19,6,3.6,"All-Wheel Drive","Volkswagen","Touareg","Automatic",2010
12,19,12,6,"All-Wheel Drive","Bentley","Continental Supersports","Automatic",2010
9,14,12,6.5,"All-Wheel Drive","Lamborghini","Murcielago Reventon Roadster","Automatic",2010
14,21,6,3.8,"Rear-Wheel Drive","Porsche","911 GT3","Manual",2010
14,20,6,3.8,"Rear-Wheel Drive","Porsche","911 GT3 RS","Manual",2010
17,26,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350 Coupe","Automatic",2010
18,26,6,3,"Rear-Wheel Drive","Mercedes-Benz","C300","Automatic",2010
18,26,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C300","Automatic",2010
18,25,6,3,"4-Wheel Drive","Mercedes-Benz","C300 4matic","Automatic",2010
17,24,6,3.5,"4-Wheel Drive","Mercedes-Benz","C300 4matic","Automatic",2010
17,25,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C350","Automatic",2010
11,17,12,5.5,"Rear-Wheel Drive","Mercedes-Benz","CL600","Automatic",2010
11,18,8,6.3,"Rear-Wheel Drive","Mercedes-Benz","CL63 AMG","Automatic",2010
11,17,12,6,"Rear-Wheel Drive","Mercedes-Benz","CL65 AMG","Automatic",2010
29,39,4,2,"Front-Wheel Drive","Volkswagen","Golf","Manual",2010
29,37,4,2,"Front-Wheel Drive","Volkswagen","Golf","Automatic",2010
29,39,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Manual",2010
29,37,4,2,"Front-Wheel Drive","Volkswagen","Jetta","Automatic",2010
16,25,6,3,"4-Wheel or All-Wheel Drive","Buick","Lacrosse/Allure AWD","Automatic",2010
18,26,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","E350","Automatic",2010
11,18,8,4.7,"Rear-Wheel Drive","Maserati","Quattroporte","Automatic",2010
15,23,8,5.5,"Rear-Wheel Drive","Mercedes-Benz","S550","Automatic",2010
29,37,4,2,"Front-Wheel Drive","Audi","A3","Automatic",2010
29,39,4,2,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Manual",2010
29,37,4,2,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Automatic",2010
15,20,8,5.3,"Rear-Wheel Drive","Chevrolet","Colorado 2WD","Automatic",2010
15,20,8,5.3,"Rear-Wheel Drive","Chevrolet","Colorado Crew Cab 2WD","Automatic",2010
15,20,8,5.3,"Rear-Wheel Drive","GMC","Canyon 2WD","Automatic",2010
